Status,Type,Application Number,License Number,Entity Name,Street,City,State,Zip Code,Latitude,Longitude,Georeference
Active,CAURD Retail,OCMCAURDP-2023-000189,OCM-CAURD-24-000105,"Two Buds Enterprise, Inc.",696 East 241st St,Bronx,NY,10470,40.90344087,-73.8505536,POINT (-73.8505536 40.90344087)
Active,CAURD Retail,OCMCAURDP-2023-000240,OCM-CAURD-24-000180,Fabers Arcade Inc.,799 Lexington Ave,New York,NY,10065,40.76398714,-73.96681356,POINT (-73.96681356 40.76398714)
Pending,CAURD Retail,OCMCAURDP-2024-000037,,Aroma Farms Inc,20917 Northern Blvd,Bayside,NY,11361,40.7591183,-73.77416201,POINT (-73.77416201 40.7591183)
Pending,Adult-Use Retail,OCMRETL-2023-000394,,"Treehouse Upstate NY, INC",220 Harborside Dr Ste 111,Schenectady,NY,12305,42.82342828,-73.93540096,POINT (-73.93540096 42.82342828)
Pending,Adult-Use Retail,OCMRETL-2023-001235,,"Zenith Grove, LLC",9450 Transit Rd,East Amherst,NY,14051,43.0263549,-78.69701329,POINT (-78.69701329 43.0263549)
Active,CAURD Retail,OCMCAURDP-2023-000248,OCM-CAURD-24-000111,Three Buds LLC,80 N Main St,Fairport,NY,14450,43.10406724,-77.44179993,POINT (-77.44179993 43.10406724)
Pending,Adult-Use Retail,OCMRETL-2023-001839,,DTPFF Enterprises LLC,3302 30th Ave,Astoria,NY,11103,40.76606324,-73.91974235,POINT (-73.91974235 40.76606324)
Active,Adult-Use Microbusiness,OCMMICR-2023-000044,OCM-MICR-24-000062,Muckland LLC,42 Garden Ln,Pine Island,NY,10969,41.29111704,-74.50247104,POINT (-74.50247104 41.29111704)
Pending,Adult-Use Retail,OCMRETL-2023-001111,,Kaddo Sales and Services LLC,2258 15th St,Troy,NY,12180,42.73578262,-73.67573205,POINT (-73.67573205 42.73578262)
Pending,CAURD Retail,,,CAURD Pending Location,2449 Middle Country Rd,Centereach,NY,11720,40.8582531,-73.09735923,POINT (-73.09735923 40.8582531)
Active,CAURD Retail,OCMCAURDP-2023-000083,OCM-CAURD-24-000127,QUBE USA LLC,1412 Broadway,New York,NY,10018,40.7536451,-73.98699937,POINT (-73.98699937 40.7536451)
Active,CAURD Retail,OCMCAURDP-2023-000051,OCM-CAURD-23-000020,Kush Culture Industry LLC,3610 Ditmars Blvd,Astoria,NY,11105,40.77423323,-73.9081242,POINT (-73.9081242 40.77423323)
Active,Adult-Use Retail,OCMRETL-2023-001250,OCM-RETL-24-000048,Midnight Moon Corp,1536 Amsterdam Ave,New York,NY,10031,40.81926105,-73.95206222,POINT (-73.95206222 40.81926105)
Active,CAURD Retail,OCMCAURDP-2024-000028,OCM-CAURD-24-000151,Planet 51 LLC,797 8th Ave,New York,NY,10019,40.76125674,-73.98694005,POINT (-73.98694005 40.76125674)
Active,Adult-Use Microbusiness,OCMMICR-2023-000549,OCM-MICR-24-000100,Nicholas P Manguso I,4050 Ridge Lea Road,Buffalo,NY,14228,43.00139039,-78.81759243,POINT (-78.81759243 43.00139039)
Active,CAURD Retail,OCMCAURDP-2023-000140,OCM-CAURD-24-000135,"Hold Up Roll Up, LLC",196 Washington Avenue,Albany,NY,12210,42.6566133,-73.76315139,POINT (-73.76315139 42.6566133)
Active,CAURD Retail,OCMCAURDP-2023-000096,OCM-CAURD-24-000153,CGG Enterprises Inc.,42-15 Bell Blvd,Bayside,NY,11361,40.76248667,-73.77034756,POINT (-73.77034756 40.76248667)
Active,Adult-Use Microbusiness,OCMMICR-2023-000437,OCM-MICR-24-000006,"Lit by the Lake, LLC",2406 Lake Rd,Ransomville,NY,14131,43.29485,-78.92056641,POINT (-78.92056641 43.29485)
Active,CAURD Retail,OCMCAURDP-2022-000003,OCM-CAURD-22-000001,"Housing Works Cannabis, LLC",750 Broadway,New York,NY,10003,40.73009384,-73.99273704,POINT (-73.99273704 40.73009384)
Active,Adult-Use Retail,OCMRETL-2023-000890,OCM-RETL-24-000171,Guardian Wellness LLC,2500 Arthur Ave,Bronx,NY,10458,40.85755728,-73.88577049,POINT (-73.88577049 40.85755728)
Active,RO Medical & Adult-Use,,MM0706D,"Fiorello Pharmaceuticals, Inc.",6701 Manlius Center Road,East Syracuse,NY,13057,43.06318081,-76.05169914,POINT (-76.05169914 43.06318081)
Pending,CAURD Retail,OCMCAURDP-2023-000235,,NYCCABUDS,3065 Erie Blvd E,Syracuse,NY,13224,43.05564486,-76.08498067,POINT (-76.08498067 43.05564486)
Pending,Adult-Use Retail,OCMRETL-2023-001911,,Citruccino LLC,1 Dalfonso Rd,Newburgh,NY,12550,41.50302825,-74.05272132,POINT (-74.05272132 41.50302825)
Pending,CAURD Retail,OCMCAURDP-2023-000191,,"Super Dank Holdings, LLC",564 Smith Street,Farmingdale,NY,11735,40.75718817,-73.40400267,POINT (-73.40400267 40.75718817)
Active,CAURD Retail,OCMCAURDP-2023-000104,OCM-CAURD-24-000097,Barone Partners LLC,3665 Albany Post Road,Poughkeepsie,NY,12601,41.7397078,-73.93026888,POINT (-73.93026888 41.7397078)
Active,RO Medical,,MM0203D,"Vireo Health of NY, LLC.",38 Fuller Road,Albany,NY,12205,42.70141465,-73.81928383,POINT (-73.81928383 42.70141465)
